user_id,session_begin,session_end
226631,2017-03-01T18:08:29.004000,2017-03-01T18:50:02.636000
227989,2017-03-01T02:01:27.338000,2017-03-01T14:11:49.260000
228032,2017-03-01T17:02:16.409000,2017-03-01T18:02:10.054000
228422,2017-03-01T17:18:15.246000,2017-03-01T17:45:35.762000
228830,2017-03-01T13:27:04.356000,2017-03-01T20:14:14.179000
229184,2017-03-01T08:34:19.317000,2017-03-01T08:47:52.097000
230835,2017-03-01T17:03:50.101000,2017-03-01T18:15:29.443000
232470,2017-03-01T12:13:24.422000,2017-03-01T20:16:46.267000
232943,2017-03-01T09:09:01.403000,2017-03-01T09:38:10.619000
233349,2017-03-01T15:47:21.625000,2017-03-01T17:50:11.364000
235855,2017-03-01T17:53:55.724000,2017-03-01T19:19:20.436000
236464,2017-03-01T12:01:14.849000,2017-03-01T15:37:56.917000
236499,2017-03-01T19:07:28.589000,2017-03-01T19:36:09.355000
236800,2017-03-01T16:13:03.367000,2017-03-01T17:00:12.701000
236810,2017-03-01T10:12:33.839000,2017-03-01T10:40:43.421000
237882,2017-03-01T10:09:26.951000,2017-03-01T12:55:17.886000
238188,2017-03-01T17:10:35.909000,2017-03-01T19:24:47.361000
238958,2017-03-01T13:09:51.953000,2017-03-01T13:51:53.351000
7348,2017-03-01T05:10:27.288000,2017-03-01T13:20:12.644000
14798,2017-03-01T17:00:11.659000,2017-03-01T17:55:36.016000
15669,2017-03-01T18:06:43.418000,2017-03-01T19:52:32.999000
21765,2017-03-01T16:35:32.292000,2017-03-01T18:58:05.141000
27782,2017-03-01T06:41:49.830000,2017-03-01T16:01:51.984000
27801,2017-03-01T19:01:20.868000,2017-03-01T19:42:28.025000
30420,2017-03-01T06:59:38.036000,2017-03-01T07:33:56.405000
33373,2017-03-01T16:32:13.132000,2017-03-01T17:49:20.429000
34086,2017-03-01T09:14:00.101000,2017-03-01T18:54:48.834000
34552,2017-03-01T12:48:09.492000,2017-03-01T13:59:23.682000
35446,2017-03-01T07:07:11.898000,2017-03-01T09:29:33.518000
41475,2017-03-01T10:33:19.630000,2017-03-01T18:21:43.818000
45439,2017-03-01T17:43:06.581000,2017-03-01T20:02:30.445000
45496,2017-03-01T07:29:30.795000,2017-03-01T12:43:15.822000
48222,2017-03-01T04:39:13.300000,2017-03-01T05:26:14.560000
48757,2017-03-01T16:29:00.291000,2017-03-01T19:45:52.524000
49290,2017-03-01T07:06:09.010000,2017-03-01T12:33:28.796000
51615,2017-03-01T15:47:53.720000,2017-03-01T18:18:03.362000
52269,2017-03-01T08:00:45.575000,2017-03-01T11:25:36.391000
52316,2017-03-01T08:19:01.186000,2017-03-01T19:41:10.675000
54914,2017-03-01T08:15:40.871000,2017-03-01T09:33:47.330000
58091,2017-03-01T07:01:50.667000,2017-03-01T19:29:24.958000
58189,2017-03-01T09:12:08.887000,2017-03-01T16:39:06.540000
71092,2017-03-01T09:54:04.453000,2017-03-01T16:06:55.498000
71837,2017-03-01T14:41:04.316000,2017-03-01T15:59:27.581000
76732,2017-03-01T15:52:04.808000,2017-03-01T17:41:33.679000
77444,2017-03-01T06:33:33.385000,2017-03-01T18:25:06.231000
108655,2017-03-01T11:18:53.302000,2017-03-01T17:08:19.774000
117724,2017-03-01T16:50:00.093000,2017-03-01T19:57:34.565000
123800,2017-03-01T06:07:15.030000,2017-03-01T21:50:00.957000
137221,2017-03-01T09:45:34.530000,2017-03-01T17:29:10.232000
137401,2017-03-01T15:13:41.810000,2017-03-01T19:15:46.304000
142781,2017-03-01T12:49:46.245000,2017-03-01T15:19:09.143000
145629,2017-03-01T10:22:37.902000,2017-03-01T12:58:15.397000
146108,2017-03-01T14:56:28.297000,2017-03-01T15:37:29.457000
149599,2017-03-01T18:33:43.767000,2017-03-01T20:13:52.164000
152593,2017-03-01T16:48:24.015000,2017-03-01T17:48:31.501000
158637,2017-03-01T06:02:24.188000,2017-03-01T13:26:38.631000
159233,2017-03-01T03:43:34.330000,2017-03-01T08:03:00.907000
168762,2017-03-01T04:21:20.530000,2017-03-01T05:48:04.870000
170861,2017-03-01T05:20:21.026000,2017-03-01T09:41:54.078000
172207,2017-03-01T16:03:57.435000,2017-03-01T17:53:48.781000
179958,2017-03-01T13:53:51.230000,2017-03-01T15:02:18.384000
181791,2017-03-01T16:57:25.261000,2017-03-01T20:35:47.095000
185807,2017-03-01T04:31:52.098000,2017-03-01T18:03:55.653000
185816,2017-03-01T07:43:25.052000,2017-03-01T09:50:16.796000
191968,2017-03-01T04:59:33.806000,2017-03-01T14:15:33.393000
208900,2017-03-01T14:17:09.466000,2017-03-01T15:54:23.791000
209777,2017-03-01T14:59:16.870000,2017-03-01T20:35:06.352000
211787,2017-03-01T18:21:53.856000,2017-03-01T21:31:39.196000
216185,2017-03-01T07:09:06.344000,2017-03-01T07:31:10.901000
218121,2017-03-01T09:04:36.792000,2017-03-01T17:39:41.033000
225675,2017-03-01T16:01:19.074000,2017-03-01T17:54:48.272000
227847,2017-03-01T06:33:30.933000,2017-03-01T19:28:13.761000
231271,2017-03-01T15:29:08.284000,2017-03-01T16:37:02.844000
235974,2017-03-01T16:16:17.641000,2017-03-01T16:56:03.480000
236412,2017-03-01T05:53:47.392000,2017-03-01T20:15:26.078000
10461,2017-03-01T16:45:41.428000,2017-03-01T17:45:21.890000
30695,2017-03-01T12:49:40.575000,2017-03-01T15:53:42.436000
32307,2017-03-01T13:46:44.457000,2017-03-01T18:43:16.113000
35128,2017-03-01T06:30:16.974000,2017-03-01T08:34:03.073000
36035,2017-03-01T14:50:30.753000,2017-03-01T16:54:25.788000
38700,2017-03-01T08:43:09.876000,2017-03-01T09:54:48.107000
46436,2017-03-01T07:15:54.184000,2017-03-01T16:37:57.899000
47140,2017-03-01T08:52:29.379000,2017-03-01T20:46:36.865000
48268,2017-03-01T16:56:52.525000,2017-03-01T17:26:12.809000
54861,2017-03-01T03:00:19.380000,2017-03-01T16:24:50.152000
60742,2017-03-01T14:08:06.362000,2017-03-01T16:37:28.768000
62565,2017-03-01T12:35:24.138000,2017-03-01T13:20:04.420000
69627,2017-03-01T15:56:42.685000,2017-03-01T17:57:28.947000
70004,2017-03-01T14:56:17.431000,2017-03-01T15:57:42.241000
71303,2017-03-01T08:17:03.216000,2017-03-01T09:48:33.010000
84700,2017-03-01T14:17:11.954000,2017-03-01T19:15:10.713000
84858,2017-03-01T15:50:13.650000,2017-03-01T19:33:39.929000
90954,2017-03-01T14:58:47.712000,2017-03-01T22:28:45.441000
108582,2017-03-01T10:22:15.757000,2017-03-01T11:31:57.632000
112087,2017-03-01T15:38:16.081000,2017-03-01T20:51:11.905000
113508,2017-03-01T14:05:06.572000,2017-03-01T15:51:15.597000
113919,2017-03-01T00:51:35.414000,2017-03-01T10:48:48.638000
118178,2017-03-01T11:50:58.737000,2017-03-01T12:53:46.892000
125910,2017-03-01T10:02:17.282000,2017-03-01T15:44:01.389000
133298,2017-03-01T11:28:18.613000,2017-03-01T14:58:15.582000
134787,2017-03-01T15:00:17.125000,2017-03-01T17:41:24.166000
136750,2017-03-01T11:31:03.666000,2017-03-01T17:37:06.592000
148653,2017-03-01T05:12:22.949000,2017-03-01T16:48:27.884000
155389,2017-03-01T17:46:20.850000,2017-03-01T18:50:44.492000
168671,2017-03-01T00:00:12.035000,2017-03-01T10:58:08.947000
168970,2017-03-01T09:40:10.644000,2017-03-01T19:45:04.617000
169859,2017-03-01T16:01:11.415000,2017-03-01T17:42:16.565000
171783,2017-03-01T14:31:15.467000,2017-03-01T16:49:42.470000
172893,2017-03-01T10:18:25.152000,2017-03-01T19:08:09.314000
177470,2017-03-01T19:10:21.515000,2017-03-01T19:40:52.665000
182405,2017-03-01T04:01:57.035000,2017-03-01T04:54:20.041000
185155,2017-03-01T14:04:48.325000,2017-03-01T14:24:11.861000
191681,2017-03-01T05:05:06.722000,2017-03-01T14:44:45.249000
193657,2017-03-01T11:34:36.240000,2017-03-01T19:53:27.510000
194593,2017-03-01T08:03:41.860000,2017-03-01T09:09:56.869000
194757,2017-03-01T15:12:48.833000,2017-03-01T17:51:15.992000
202892,2017-03-01T14:52:10.764000,2017-03-01T15:57:51.109000
210422,2017-03-01T10:12:57.415000,2017-03-01T22:19:15.670000
217745,2017-03-01T17:39:45.395000,2017-03-01T19:11:59.417000
222310,2017-03-01T10:24:26.993000,2017-03-01T11:55:45.070000
225849,2017-03-01T12:11:43.542000,2017-03-01T22:37:47.348000
226705,2017-03-01T17:16:07.340000,2017-03-01T19:13:31.119000
226970,2017-03-01T07:59:15.330000,2017-03-01T09:18:11.670000
229522,2017-03-01T04:16:19.630000,2017-03-01T19:02:11.010000
229965,2017-03-01T08:11:39.430000,2017-03-01T17:56:45.503000
237575,2017-03-01T05:11:27.763000,2017-03-01T06:03:45.875000
238291,2017-03-01T16:14:59.225000,2017-03-01T17:48:12.240000
237845,2017-03-01T18:11:06.689000,2017-03-01T21:18:26.736000
6127,2017-03-01T18:15:02.449000,2017-03-01T19:53:40.556000
7843,2017-03-01T06:08:25.547000,2017-03-01T19:37:18.011000
8767,2017-03-01T06:30:18.054000,2017-03-01T08:44:20.107000
13005,2017-03-01T13:53:26.567000,2017-03-01T17:34:06.002000
17263,2017-03-01T06:02:07.838000,2017-03-01T13:38:55.755000
21205,2017-03-01T05:25:57.868000,2017-03-01T06:39:39.437000
21450,2017-03-01T05:28:57.817000,2017-03-01T06:39:49.016000
23015,2017-03-01T07:31:37.013000,2017-03-01T17:50:59.386000
28006,2017-03-01T05:10:33.028000,2017-03-01T07:31:23.839000
32139,2017-03-01T05:52:24.557000,2017-03-01T06:55:15.384000
32656,2017-03-01T17:46:45.664000,2017-03-01T19:25:31.114000
33611,2017-03-01T04:01:17.175000,2017-03-01T05:58:08.485000
34650,2017-03-01T08:34:14.214000,2017-03-01T20:30:42.676000
38012,2017-03-01T10:50:54.993000,2017-03-01T19:27:08.867000
40120,2017-03-01T17:09:40.497000,2017-03-01T18:42:15.267000
43854,2017-03-01T10:53:55.727000,2017-03-01T12:15:07.289000
