user_id,session_begin,session_end
45102,2017-03-01T07:27:55.507000,2017-03-01T18:02:47.199000
45834,2017-03-01T17:55:31.013000,2017-03-01T18:42:47.281000
48362,2017-03-01T17:23:35.344000,2017-03-01T19:01:40.686000
49144,2017-03-01T17:38:21.241000,2017-03-01T19:08:16.646000
52052,2017-03-01T19:57:05.629000,2017-03-01T21:39:48.919000
52382,2017-03-01T15:41:20.609000,2017-03-01T17:08:37.179000
54201,2017-03-01T07:01:14.654000,2017-03-01T21:06:56.572000
54868,2017-03-01T03:00:35.932000,2017-03-01T04:31:04.163000
60758,2017-03-01T18:01:21.521000,2017-03-01T20:08:20.920000
61004,2017-03-01T09:02:48.925000,2017-03-01T19:55:58.921000
63117,2017-03-01T06:09:41.051000,2017-03-01T19:07:54.239000
63859,2017-03-01T18:05:29.872000,2017-03-01T18:29:25.722000
63927,2017-03-01T07:41:45.895000,2017-03-01T13:34:47.551000
65366,2017-03-01T16:15:18.986000,2017-03-01T23:59:43.006000
71875,2017-03-01T09:58:04.225000,2017-03-01T16:20:45.976000
73506,2017-03-01T05:58:35.740000,2017-03-01T06:44:08.286000
75295,2017-03-01T16:08:19.124000,2017-03-01T17:41:53.022000
75846,2017-03-01T13:55:04.968000,2017-03-01T19:58:03.458000
76220,2017-03-01T09:03:37.789000,2017-03-01T11:02:09.969000
76929,2017-03-01T10:25:28.774000,2017-03-01T14:37:27.855000
77652,2017-03-01T18:55:27.661000,2017-03-01T19:51:10.874000
78155,2017-03-01T04:50:30.626000,2017-03-01T05:48:25.471000
88768,2017-03-01T17:01:54.198000,2017-03-01T18:52:18.143000
91427,2017-03-01T12:20:01.583000,2017-03-01T16:50:40.379000
91745,2017-03-01T06:24:10.940000,2017-03-01T17:58:37.281000
92217,2017-03-01T02:38:27.544000,2017-03-01T06:50:33.769000
92576,2017-03-01T08:30:04.746000,2017-03-01T16:49:37.580000
92653,2017-03-01T06:46:52.894000,2017-03-01T09:16:36.833000
101830,2017-03-01T02:57:26.347000,2017-03-01T19:25:14.463000
105503,2017-03-01T09:48:28.858000,2017-03-01T10:28:15.132000
107383,2017-03-01T15:25:17.054000,2017-03-01T16:47:36.490000
109493,2017-03-01T15:04:29.064000,2017-03-01T17:55:24.261000
109632,2017-03-01T06:03:14.260000,2017-03-01T10:39:17.660000
113417,2017-03-01T10:02:13.057000,2017-03-01T20:05:17.673000
118304,2017-03-01T10:21:33.848000,2017-03-01T18:02:45.362000
123474,2017-03-01T13:07:10.121000,2017-03-01T16:55:43.748000
123768,2017-03-01T07:59:10.212000,2017-03-01T10:56:08.398000
124402,2017-03-01T17:00:19.900000,2017-03-01T17:47:06.961000
5487,2017-03-01T15:13:55.623000,2017-03-01T16:57:26.384000
6634,2017-03-01T16:32:28.296000,2017-03-01T17:49:40.333000
11668,2017-03-01T06:11:34.890000,2017-03-01T15:09:16.963000
12227,2017-03-01T07:21:47.890000,2017-03-01T11:58:58.605000
12369,2017-03-01T09:21:55.584000,2017-03-01T14:49:28.462000
13028,2017-03-01T15:47:01.280000,2017-03-01T16:46:24.148000
13710,2017-03-01T03:11:52.264000,2017-03-01T06:49:08.616000
14256,2017-03-01T18:12:53.594000,2017-03-01T20:32:27.349000
14310,2017-03-01T04:41:59.045000,2017-03-01T11:04:15.132000
16153,2017-03-01T13:32:03.175000,2017-03-01T16:44:57.480000
16804,2017-03-01T16:52:04.469000,2017-03-01T18:36:34.706000
17165,2017-03-01T06:44:29.719000,2017-03-01T08:54:04.113000
24124,2017-03-01T03:56:27.886000,2017-03-01T12:44:02.401000
25808,2017-03-01T07:13:36.366000,2017-03-01T18:22:56.130000
128465,2017-03-01T13:54:54.472000,2017-03-01T19:35:47.952000
132156,2017-03-01T05:47:00.648000,2017-03-01T08:51:16.314000
135633,2017-03-01T06:04:12.593000,2017-03-01T06:50:26.277000
142664,2017-03-01T19:18:25.396000,2017-03-01T20:45:33.734000
144332,2017-03-01T08:00:41.250000,2017-03-01T10:20:14.021000
144673,2017-03-01T11:14:19.724000,2017-03-01T13:42:59.449000
149643,2017-03-01T09:41:25.647000,2017-03-01T17:45:43.833000
151808,2017-03-01T14:58:59.012000,2017-03-01T16:57:50.793000
152714,2017-03-01T18:02:34.789000,2017-03-01T19:23:52.585000
154299,2017-03-01T16:02:19.427000,2017-03-01T18:55:48.673000
155899,2017-03-01T18:03:04.381000,2017-03-01T20:23:57.671000
158675,2017-03-01T13:17:19.555000,2017-03-01T14:53:34.244000
159269,2017-03-01T12:15:12.096000,2017-03-01T17:06:06.640000
160819,2017-03-01T07:26:27.676000,2017-03-01T17:11:45.151000
162554,2017-03-01T13:11:55.515000,2017-03-01T15:42:40.857000
168543,2017-03-01T11:31:39.987000,2017-03-01T19:58:00.210000
170461,2017-03-01T16:31:46.743000,2017-03-01T17:48:41.081000
170706,2017-03-01T12:09:28.634000,2017-03-01T15:43:01.290000
170899,2017-03-01T08:36:10.769000,2017-03-01T15:57:18.695000
172180,2017-03-01T19:36:42.118000,2017-03-01T21:28:52.470000
173085,2017-03-01T07:18:11.324000,2017-03-01T14:53:30.692000
179039,2017-03-01T10:45:05.546000,2017-03-01T18:53:59.482000
179233,2017-03-01T08:01:08.369000,2017-03-01T10:12:12.424000
179869,2017-03-01T15:39:19.765000,2017-03-01T15:48:52.801000
180743,2017-03-01T08:46:44.721000,2017-03-01T19:46:08.512000
183463,2017-03-01T18:01:09.457000,2017-03-01T19:44:10.897000
187248,2017-03-01T08:57:39.566000,2017-03-01T10:49:41.118000
189741,2017-03-01T15:15:45.644000,2017-03-01T18:55:51.888000
196624,2017-03-01T15:16:54.474000,2017-03-01T23:22:49.937000
198309,2017-03-01T17:19:08.168000,2017-03-01T19:52:45.628000
198536,2017-03-01T03:45:23.930000,2017-03-01T12:39:10.109000
198692,2017-03-01T17:01:33.877000,2017-03-01T18:01:09.862000
201515,2017-03-01T06:31:36.521000,2017-03-01T07:23:23.516000
202752,2017-03-01T17:01:08.656000,2017-03-01T18:58:03.675000
207785,2017-03-01T17:49:23.304000,2017-03-01T18:52:12.714000
207792,2017-03-01T12:26:21.084000,2017-03-01T15:46:04.093000
208347,2017-03-01T08:21:10.370000,2017-03-01T12:06:41.090000
210135,2017-03-01T16:52:25.718000,2017-03-01T17:39:49.399000
210337,2017-03-01T17:11:13.206000,2017-03-01T18:56:30.245000
211945,2017-03-01T17:38:39.031000,2017-03-01T18:22:28.567000
211964,2017-03-01T06:43:38.967000,2017-03-01T18:56:23.065000
212071,2017-03-01T12:19:25.955000,2017-03-01T13:39:43.421000
212120,2017-03-01T18:39:19.526000,2017-03-01T21:04:57.758000
213767,2017-03-01T12:59:48.678000,2017-03-01T16:52:53.772000
215059,2017-03-01T11:19:32.149000,2017-03-01T18:52:22.809000
215957,2017-03-01T05:39:39.404000,2017-03-01T06:33:47.376000
216813,2017-03-01T06:55:16.473000,2017-03-01T09:33:37.166000
217803,2017-03-01T05:49:11.978000,2017-03-01T07:39:49.104000
219508,2017-03-01T09:26:11.263000,2017-03-01T18:26:47.356000
223398,2017-03-01T08:13:25.500000,2017-03-01T16:43:31.432000
226337,2017-03-01T18:12:52.834000,2017-03-01T19:28:29.254000
229668,2017-03-01T12:17:54.145000,2017-03-01T19:01:22.654000
234967,2017-03-01T07:06:48.002000,2017-03-01T22:31:00.090000
237900,2017-03-01T17:14:26.672000,2017-03-01T18:07:13.338000
238319,2017-03-01T15:06:40.810000,2017-03-01T16:43:43.325000
238927,2017-03-01T10:08:46.484000,2017-03-01T12:23:12.616000
28118,2017-03-01T09:49:03.850000,2017-03-01T10:45:15.667000
28875,2017-03-01T16:44:56.990000,2017-03-01T19:23:23.135000
29303,2017-03-01T17:13:00.294000,2017-03-01T20:35:09.430000
29454,2017-03-01T06:00:31.241000,2017-03-01T06:36:15.007000
30302,2017-03-01T20:52:32.733000,2017-03-01T21:31:20.651000
30400,2017-03-01T15:43:00.739000,2017-03-01T17:37:49.478000
31962,2017-03-01T14:54:57.834000,2017-03-01T17:57:03.074000
33438,2017-03-01T06:37:58.068000,2017-03-01T07:51:48.648000
34021,2017-03-01T06:46:47.936000,2017-03-01T14:49:12.155000
34396,2017-03-01T14:20:48.044000,2017-03-01T19:50:50.872000
34592,2017-03-01T10:39:04.644000,2017-03-01T17:31:27.262000
38214,2017-03-01T05:02:01.878000,2017-03-01T20:01:07.234000
39798,2017-03-01T07:45:58.476000,2017-03-01T09:48:36.591000
41706,2017-03-01T06:59:55.220000,2017-03-01T15:05:57.059000
43636,2017-03-01T15:23:11.614000,2017-03-01T16:52:37.303000
44476,2017-03-01T16:43:10.685000,2017-03-01T19:15:47.381000
44600,2017-03-01T15:00:51.964000,2017-03-01T18:10:20.268000
46936,2017-03-01T18:19:56.214000,2017-03-01T19:49:53.495000
47102,2017-03-01T14:51:13.680000,2017-03-01T18:31:38.662000
47397,2017-03-01T16:57:04.042000,2017-03-01T21:05:01.071000
48810,2017-03-01T05:40:16.007000,2017-03-01T18:01:31.983000
49325,2017-03-01T04:31:07.778000,2017-03-01T09:39:38.345000
50385,2017-03-01T13:50:01.381000,2017-03-01T18:15:03.849000
51960,2017-03-01T08:48:33.786000,2017-03-01T19:56:05.106000
52621,2017-03-01T04:51:40.007000,2017-03-01T13:29:28.480000
54640,2017-03-01T05:50:38.963000,2017-03-01T13:26:58.550000
55299,2017-03-01T07:54:09.195000,2017-03-01T09:22:26.109000
56446,2017-03-01T07:01:14.432000,2017-03-01T21:22:31.685000
56693,2017-03-01T12:46:39.731000,2017-03-01T13:57:25.409000
58184,2017-03-01T16:30:51.237000,2017-03-01T18:36:00.043000
58342,2017-03-01T06:02:39.568000,2017-03-01T07:01:19.313000
58791,2017-03-01T06:04:47.838000,2017-03-01T06:17:56.371000
58956,2017-03-01T13:32:22.829000,2017-03-01T15:49:31.366000
59822,2017-03-01T15:03:05.254000,2017-03-01T18:31:20.544000
60502,2017-03-01T06:50:55.599000,2017-03-01T08:42:54.080000
61946,2017-03-01T15:49:04.186000,2017-03-01T16:30:24.096000
64073,2017-03-01T06:28:15.633000,2017-03-01T08:08:14.209000
69225,2017-03-01T02:58:45.128000,2017-03-01T12:02:49.689000
69899,2017-03-01T14:52:41.104000,2017-03-01T15:36:45.238000
74119,2017-03-01T16:31:33.519000,2017-03-01T19:02:12.384000
75731,2017-03-01T18:00:40.008000,2017-03-01T19:00:05.633000
76471,2017-03-01T17:30:44.132000,2017-03-01T19:54:40.936000
76604,2017-03-01T04:32:46.908000,2017-03-01T18:13:37.940000
77147,2017-03-01T16:17:54.487000,2017-03-01T17:20:17.392000
77836,2017-03-01T05:01:52.267000,2017-03-01T19:45:14.438000
78442,2017-03-01T08:20:40.142000,2017-03-01T12:41:25.967000
79879,2017-03-01T17:34:27.846000,2017-03-01T19:31:29.096000
82459,2017-03-01T06:01:29.840000,2017-03-01T20:10:54.078000
82728,2017-03-01T04:52:15.515000,2017-03-01T16:47:07.101000
83707,2017-03-01T13:58:27.789000,2017-03-01T15:46:16.728000
86931,2017-03-01T00:22:48.286000,2017-03-01T23:25:58.677000
87543,2017-03-01T15:20:43.679000,2017-03-01T16:49:56.802000
91287,2017-03-01T18:05:20.347000,2017-03-01T19:43:11.495000
93915,2017-03-01T15:19:38.025000,2017-03-01T16:41:38.022000
94197,2017-03-01T07:15:57.885000,2017-03-01T16:01:34.538000
97572,2017-03-01T07:00:20.486000,2017-03-01T07:37:07.908000
99774,2017-03-01T07:57:26.627000,2017-03-01T09:11:25.169000
105889,2017-03-01T08:31:38.644000,2017-03-01T09:48:57.453000
106346,2017-03-01T07:55:07.511000,2017-03-01T17:45:36.475000
107610,2017-03-01T09:38:20.550000,2017-03-01T18:52:19.948000
108292,2017-03-01T13:04:57.462000,2017-03-01T17:48:30.274000
108311,2017-03-01T13:12:54.971000,2017-03-01T15:01:30.965000
110077,2017-03-01T14:32:40.956000,2017-03-01T15:49:11.992000
112131,2017-03-01T15:24:56.273000,2017-03-01T16:12:34.076000
114026,2017-03-01T19:05:33.143000,2017-03-01T21:01:38.660000
114824,2017-03-01T17:44:26.406000,2017-03-01T18:46:54.579000
114965,2017-03-01T16:47:50.359000,2017-03-01T19:14:42.151000
115648,2017-03-01T10:50:16.979000,2017-03-01T11:45:40.827000
116371,2017-03-01T06:08:25.912000,2017-03-01T20:20:32.435000
117870,2017-03-01T16:25:07.565000,2017-03-01T19:08:41.847000
119881,2017-03-01T13:56:15.775000,2017-03-01T17:02:53.847000
124063,2017-03-01T03:44:48.989000,2017-03-01T14:45:17.011000
124186,2017-03-01T06:13:41.489000,2017-03-01T06:50:32.637000
124482,2017-03-01T05:58:21.093000,2017-03-01T17:06:49.276000
127035,2017-03-01T12:27:09.104000,2017-03-01T14:49:23.211000
129013,2017-03-01T07:19:54.916000,2017-03-01T13:48:16.520000
132265,2017-03-01T16:33:55.822000,2017-03-01T17:31:52.582000
134945,2017-03-01T08:01:35.139000,2017-03-01T10:09:47.659000
136553,2017-03-01T08:40:02.636000,2017-03-01T09:33:55.828000
138041,2017-03-01T03:49:28.618000,2017-03-01T07:47:02.757000
141366,2017-03-01T13:29:09.682000,2017-03-01T14:39:14.423000
143136,2017-03-01T15:35:10.313000,2017-03-01T18:05:18.425000
144469,2017-03-01T07:10:18.568000,2017-03-01T15:24:18.580000
147137,2017-03-01T07:58:16.766000,2017-03-01T10:14:49.071000
147338,2017-03-01T14:06:43.120000,2017-03-01T14:46:56.306000
147504,2017-03-01T13:44:48.049000,2017-03-01T18:57:13.585000
148332,2017-03-01T09:19:17.689000,2017-03-01T14:20:08.801000
149703,2017-03-01T05:37:09.449000,2017-03-01T07:56:25.865000
149781,2017-03-01T18:00:49.498000,2017-03-01T19:23:31.893000
152146,2017-03-01T18:48:10.458000,2017-03-01T19:51:38.522000
152388,2017-03-01T06:14:36.241000,2017-03-01T16:36:12.785000
152626,2017-03-01T04:01:18.799000,2017-03-01T19:19:20.615000
152838,2017-03-01T04:39:14.252000,2017-03-01T05:47:17.773000
153080,2017-03-01T14:47:55.633000,2017-03-01T16:28:47.814000
153549,2017-03-01T09:41:31.308000,2017-03-01T12:13:18.273000
153557,2017-03-01T01:39:46.327000,2017-03-01T23:57:43.405000
158448,2017-03-01T14:20:21.853000,2017-03-01T17:51:12.510000
158526,2017-03-01T11:01:06.196000,2017-03-01T20:39:05.341000
159172,2017-03-01T11:11:50.619000,2017-03-01T14:44:04.888000
163185,2017-03-01T06:35:14.787000,2017-03-01T09:23:17.485000
165932,2017-03-01T13:30:31.821000,2017-03-01T14:01:37.998000
166544,2017-03-01T16:53:28.332000,2017-03-01T17:56:30.033000
167790,2017-03-01T15:53:10.463000,2017-03-01T16:55:57.449000
168684,2017-03-01T16:53:53.843000,2017-03-01T18:52:00.869000
172236,2017-03-01T13:24:36.062000,2017-03-01T16:22:33.108000
172392,2017-03-01T10:37:27.400000,2017-03-01T17:07:09.408000
175398,2017-03-01T17:02:48.785000,2017-03-01T18:38:04.750000
182254,2017-03-01T14:15:32.926000,2017-03-01T19:50:15.219000
183699,2017-03-01T07:44:40.748000,2017-03-01T17:02:17.938000
186016,2017-03-01T15:58:47.534000,2017-03-01T19:11:53.587000
194628,2017-03-01T07:14:27.888000,2017-03-01T08:34:15.349000
198659,2017-03-01T06:20:07.291000,2017-03-01T07:52:00.039000
198709,2017-03-01T05:45:56.952000,2017-03-01T10:59:25.605000
198792,2017-03-01T14:20:38.756000,2017-03-01T17:39:42.744000
198980,2017-03-01T18:33:43.943000,2017-03-01T19:43:52.783000
199033,2017-03-01T15:11:36.881000,2017-03-01T18:41:28.857000
199315,2017-03-01T11:53:21.755000,2017-03-01T14:51:56.844000
199763,2017-03-01T03:51:56.482000,2017-03-01T09:50:15.058000
200484,2017-03-01T12:46:32.344000,2017-03-01T21:09:32.001000
201855,2017-03-01T10:01:47.327000,2017-03-01T17:05:05.266000
204331,2017-03-01T07:00:18.295000,2017-03-01T15:35:19.523000
205818,2017-03-01T09:25:52.097000,2017-03-01T12:50:50.916000
207868,2017-03-01T10:01:46.595000,2017-03-01T17:52:49.053000
209056,2017-03-01T16:30:05.385000,2017-03-01T17:41:43.984000
212085,2017-03-01T15:33:54.869000,2017-03-01T16:48:59.121000
212226,2017-03-01T14:42:35.606000,2017-03-01T19:30:23.358000
216081,2017-03-01T16:43:25.310000,2017-03-01T18:03:08.847000
217644,2017-03-01T13:04:03.414000,2017-03-01T18:43:45.580000
220404,2017-03-01T06:16:39.451000,2017-03-01T08:24:23.693000
225132,2017-03-01T11:13:18.164000,2017-03-01T19:44:02.831000
226715,2017-03-01T17:20:28.777000,2017-03-01T18:42:48.312000
228093,2017-03-01T14:54:06.121000,2017-03-01T16:11:55.030000
231299,2017-03-01T06:18:02.575000,2017-03-01T07:38:30.479000
231609,2017-03-01T10:06:09.965000,2017-03-01T13:32:50.300000
232659,2017-03-01T18:18:02.646000,2017-03-01T20:20:23.389000
233033,2017-03-01T12:31:01.466000,2017-03-01T13:04:53.832000
234197,2017-03-01T12:12:56.625000,2017-03-01T12:52:38.650000
236565,2017-03-01T07:10:16.215000,2017-03-01T09:31:12.950000
236779,2017-03-01T15:24:34.130000,2017-03-01T20:33:42.026000
237723,2017-03-01T07:13:55.739000,2017-03-01T09:05:52.007000
238453,2017-03-01T09:12:53.523000,2017-03-01T10:02:34.458000
238863,2017-03-01T17:11:50.637000,2017-03-01T18:37:45.688000
239055,2017-03-01T18:25:27.073000,2017-03-01T19:36:11.249000
239119,2017-03-01T12:16:04.674000,2017-03-01T17:59:03.377000
32432,2017-03-01T16:32:17.091000,2017-03-01T17:57:33.674000
32472,2017-03-01T19:20:58.313000,2017-03-01T20:26:01.895000
35076,2017-03-01T15:06:43.947000,2017-03-01T17:48:36.064000
36424,2017-03-01T11:36:54.410000,2017-03-01T19:40:16.794000
37196,2017-03-01T05:48:20.702000,2017-03-01T06:26:52.280000
39429,2017-03-01T07:47:39.206000,2017-03-01T21:53:15.714000
39622,2017-03-01T18:08:05.089000,2017-03-01T19:44:59.129000
42761,2017-03-01T17:57:56.920000,2017-03-01T18:54:40.217000
43685,2017-03-01T10:02:56.406000,2017-03-01T20:49:05.366000
44484,2017-03-01T17:10:34.393000,2017-03-01T20:21:56.890000
45378,2017-03-01T05:01:15.509000,2017-03-01T20:25:11.063000
45703,2017-03-01T00:46:04.961000,2017-03-01T10:31:27.448000
46466,2017-03-01T12:58:41.580000,2017-03-01T17:52:37.139000
47666,2017-03-01T05:34:10.770000,2017-03-01T06:55:36.202000
49771,2017-03-01T05:05:27.764000,2017-03-01T08:51:15.198000
53905,2017-03-01T12:23:22.480000,2017-03-01T16:35:30.896000
57513,2017-03-01T06:40:11.941000,2017-03-01T08:53:46.529000
58177,2017-03-01T09:41:01.947000,2017-03-01T18:05:09.508000
58332,2017-03-01T06:03:49.747000,2017-03-01T20:34:02.209000
60074,2017-03-01T09:58:06.871000,2017-03-01T12:31:44.055000
65575,2017-03-01T10:22:24.549000,2017-03-01T18:52:46.196000
65721,2017-03-01T13:24:56.597000,2017-03-01T16:42:48.942000
68636,2017-03-01T07:14:39.404000,2017-03-01T08:23:54.774000
70179,2017-03-01T17:58:44.143000,2017-03-01T19:50:43.250000
76172,2017-03-01T13:00:23.719000,2017-03-01T13:54:29.542000
77703,2017-03-01T05:26:57.237000,2017-03-01T10:15:03.089000
81564,2017-03-01T09:12:49.393000,2017-03-01T12:09:42.656000
83354,2017-03-01T05:35:47.162000,2017-03-01T07:46:55.453000
86475,2017-03-01T09:19:17.532000,2017-03-01T19:13:51.897000
86798,2017-03-01T16:49:11.061000,2017-03-01T18:40:34.394000
91200,2017-03-01T15:59:51.607000,2017-03-01T17:35:27.972000
98042,2017-03-01T06:57:06.808000,2017-03-01T08:46:16.101000
110231,2017-03-01T06:00:48.292000,2017-03-01T19:56:57.599000
112258,2017-03-01T07:35:18.039000,2017-03-01T08:25:37.670000
114804,2017-03-01T08:52:07.744000,2017-03-01T10:43:04.769000
117399,2017-03-01T17:03:32.780000,2017-03-01T19:39:53.913000
117996,2017-03-01T03:47:00.825000,2017-03-01T06:49:05.824000
118685,2017-03-01T12:25:34.516000,2017-03-01T15:01:42.713000
131988,2017-03-01T16:11:50.223000,2017-03-01T17:46:22.143000
135913,2017-03-01T06:33:36.315000,2017-03-01T16:35:56.165000
135914,2017-03-01T10:16:57.137000,2017-03-01T14:55:33.818000
136043,2017-03-01T00:53:55.437000,2017-03-01T19:04:04.625000
140101,2017-03-01T05:40:39.837000,2017-03-01T07:49:10.764000
157036,2017-03-01T05:36:10.986000,2017-03-01T08:41:33.143000
157539,2017-03-01T07:12:37.524000,2017-03-01T07:36:15.688000
164213,2017-03-01T06:01:06.184000,2017-03-01T07:47:37.366000
167901,2017-03-01T07:12:15.310000,2017-03-01T19:56:54.739000
169408,2017-03-01T14:00:11.866000,2017-03-01T16:39:15.019000
171667,2017-03-01T09:44:40.964000,2017-03-01T18:26:28.558000
173372,2017-03-01T16:18:13.687000,2017-03-01T17:08:22.095000
183572,2017-03-01T07:21:32.669000,2017-03-01T10:09:11.014000
191957,2017-03-01T07:04:55.452000,2017-03-01T08:29:56.999000
195480,2017-03-01T16:25:57.279000,2017-03-01T18:44:55.513000
195648,2017-03-01T05:59:24.484000,2017-03-01T16:04:37.206000
198954,2017-03-01T02:34:03.325000,2017-03-01T19:08:14.170000
203693,2017-03-01T11:58:56.257000,2017-03-01T19:56:17.189000
211256,2017-03-01T18:00:56.982000,2017-03-01T19:48:37.365000
211534,2017-03-01T05:57:29.528000,2017-03-01T12:54:36.534000
214267,2017-03-01T09:47:52.769000,2017-03-01T13:02:28.029000
218499,2017-03-01T05:46:27.774000,2017-03-01T07:35:00.223000
225007,2017-03-01T18:14:31.434000,2017-03-01T19:58:47.915000
228091,2017-03-01T18:25:58.511000,2017-03-01T21:51:51.647000
231844,2017-03-01T16:00:00.347000,2017-03-01T19:04:38.554000
234763,2017-03-01T17:00:22.003000,2017-03-01T21:57:21.153000
236336,2017-03-01T16:58:52.400000,2017-03-01T20:45:41.245000
12210,2017-03-01T13:55:15.488000,2017-03-01T15:44:29.961000
14616,2017-03-01T16:57:58.995000,2017-03-01T18:46:24.544000
21897,2017-03-01T16:31:28.857000,2017-03-01T18:51:35.840000
25903,2017-03-01T05:35:42.930000,2017-03-01T17:24:49.942000
28065,2017-03-01T16:08:53.161000,2017-03-01T17:47:57.409000
28536,2017-03-01T13:12:40.038000,2017-03-01T18:44:32.387000
31522,2017-03-01T06:33:24.557000,2017-03-01T22:19:15.601000
32374,2017-03-01T17:03:21.313000,2017-03-01T17:55:10.304000
33338,2017-03-01T06:57:50.394000,2017-03-01T07:51:44.730000
33428,2017-03-01T11:41:01.005000,2017-03-01T16:22:08.291000
34253,2017-03-01T08:41:10.331000,2017-03-01T12:56:12.001000
39783,2017-03-01T07:00:45.879000,2017-03-01T17:30:35.778000
39908,2017-03-01T17:06:28.926000,2017-03-01T18:40:31.219000
42925,2017-03-01T15:49:46.673000,2017-03-01T19:37:52.658000
46134,2017-03-01T18:09:04.369000,2017-03-01T19:19:29.074000
54134,2017-03-01T16:01:37.642000,2017-03-01T17:50:58.799000
57199,2017-03-01T07:46:27.371000,2017-03-01T08:16:40.284000
57595,2017-03-01T07:00:30.324000,2017-03-01T09:02:21.350000
57988,2017-03-01T13:09:51.256000,2017-03-01T18:42:54.057000
72021,2017-03-01T16:07:48.829000,2017-03-01T19:57:54.181000
79532,2017-03-01T15:03:23.433000,2017-03-01T16:57:37.210000
79561,2017-03-01T10:19:02.891000,2017-03-01T11:33:48.012000
80885,2017-03-01T05:10:02.660000,2017-03-01T05:32:54.304000
84247,2017-03-01T13:10:13.868000,2017-03-01T16:51:12.407000
87531,2017-03-01T13:22:15.203000,2017-03-01T21:57:53.059000
130142,2017-03-01T03:56:36.429000,2017-03-01T08:49:35.328000
135025,2017-03-01T10:27:33.210000,2017-03-01T13:38:50.851000
144294,2017-03-01T06:19:55.770000,2017-03-01T07:46:19.566000
146918,2017-03-01T07:16:20.600000,2017-03-01T12:48:39.522000
153560,2017-03-01T07:05:16.787000,2017-03-01T12:38:31.430000
154521,2017-03-01T07:52:10.086000,2017-03-01T10:07:30.356000
160174,2017-03-01T19:04:25.516000,2017-03-01T19:38:52.129000
169630,2017-03-01T07:30:42.508000,2017-03-01T20:02:45.892000
171747,2017-03-01T03:43:31.977000,2017-03-01T17:45:37.950000
173572,2017-03-01T08:01:21.511000,2017-03-01T15:34:09.565000
184325,2017-03-01T14:19:08.524000,2017-03-01T15:45:42.655000
189024,2017-03-01T04:46:39.854000,2017-03-01T05:34:19.272000
191442,2017-03-01T09:36:04.566000,2017-03-01T10:44:58.466000
199983,2017-03-01T03:57:45.613000,2017-03-01T20:19:16.010000
208614,2017-03-01T02:41:37.553000,2017-03-01T07:59:13.203000
208870,2017-03-01T15:38:22.166000,2017-03-01T16:35:21.249000
209239,2017-03-01T12:09:38.848000,2017-03-01T20:02:18.508000
211454,2017-03-01T05:05:12.838000,2017-03-01T18:45:02.732000
212161,2017-03-01T15:46:39.472000,2017-03-01T18:09:19.025000
214306,2017-03-01T10:42:34.437000,2017-03-01T19:54:02.973000
220417,2017-03-01T06:33:08.338000,2017-03-01T07:47:54.303000
228419,2017-03-01T18:16:46.924000,2017-03-01T18:58:58.837000
230657,2017-03-01T09:11:24.749000,2017-03-01T12:53:59.565000
237006,2017-03-01T17:59:22.321000,2017-03-01T21:00:33.490000
238657,2017-03-01T08:00:19.937000,2017-03-01T13:19:20.204000
238191,2017-03-01T07:15:17.612000,2017-03-01T21:37:21.192000
